probeID	CHROMOSOME	START_POS	END_POS	2-AD
S-tag300787	17	1880141	1880161	-0.6388426
S-tag064586	17	3000009	3000029	-0.8987076
S-tag106782	17	4508276	4508296	-1.040582
S-tag307867	17	5598568	5598588	-0.6730028
S-tag057213	17	7091650	7091670	-0.9372587
S-tag225689	17	7600283	7600303	-0.7335612
S-tag174700	17	8548913	8548933	-0.1339926
S-tag286858	17	9888696	9888716	-0.3276016
S-tag090625	17	10943386	10943406	-0.9340639
S-tag082086	17	12002935	12002955	-0.9930057
S-tag247664	17	13061907	13061927	-0.6836658
S-tag183983	17	14646168	14646188	-0.5408531
S-tag147201	17	16185248	16185268	-0.7581543
S-tag081357	17	17530554	17530574	-0.1324023
S-tag089078	17	19163375	19163395	-0.5973567
S-tag311683	17	20174794	20174814	-0.7618808
S-tag183422	17	22002556	22002576	-0.9854626
S-tag161325	17	26592946	26592966	0.1839262
S-tag162212	17	27409738	27409758	0.2109972
S-tag020782	17	28926362	28926382	0.1759198
S-tag265306	17	29713300	29713320	0.2498645
S-tag151829	17	31034258	31034278	0.1300531
S-tag250682	17	32551874	32551894	0.03302783
S-tag266676	17	34067892	34067912	0.3194791
S-tag154889	17	35719603	35719623	0.3130608
S-tag102116	17	36902874	36902894	0.1765463
S-tag042822	17	37597185	37597205	0.07980301
S-tag237892	17	37885742	37885762	0.03406559
S-tag146783	17	38489243	38489263	-0.009712133
S-tag184609	17	39470631	39470651	-0.1243326
S-tag182699	17	40485034	40485054	0.1716181
S-tag267647	17	41229331	41229351	-0.1068352
S-tag240440	17	41754456	41754476	0.02374149
S-tag227637	17	43274555	43274575	-0.1040633
S-tag006194	17	45456362	45456382	0.05012666
S-tag154062	17	46658475	46658495	0.281901
S-tag209103	17	47997322	47997342	-0.3819091
S-tag105651	17	48720808	48720828	-0.08175931
S-tag198304	17	49309377	49309397	0.1599406
S-tag050213	17	50807644	50807664	0.1902972
S-tag255241	17	52286206	52286226	0.2037671
S-tag252372	17	53587193	53587213	0.09535699
S-tag092970	17	55094289	55094309	-0.06462076
S-tag253123	17	55747416	55747436	-0.04810506
S-tag302426	17	57206124	57206144	0.05372695
S-tag145081	17	58339880	58339900	1.046164
S-tag278939	17	59672427	59672447	0.358857
S-tag314900	17	60809905	60809925	0.09774348
S-tag308443	17	62109123	62109143	0.05384973
S-tag010054	17	63492891	63492911	-0.5420724
S-tag245890	17	64507560	64507580	-0.04968309
S-tag089392	17	66011057	66011077	0.1492947
S-tag203063	17	67316562	67316582	-0.4545578
S-tag170923	17	68808970	68808990	-0.08122165
S-tag038019	17	70317514	70317534	0.0244233
S-tag170259	17	71784314	71784334	0.5763471
S-tag150706	17	73285887	73285907	0.3561992
S-tag268793	17	74793594	74793614	-0.3840725
S-tag306948	17	75832411	75832431	0.2321265
S-tag292161	17	77013636	77013656	0.1282223
S-tag215102	17	78319136	78319156	0.2061143
S-tag188844	17	78731015	78731035	-0.04837462
S-tag288625	17	79136864	79136884	-0.1936389
S-tag215729	18	145652	145672	-0.2237067
S-tag301247	18	953989	954009	-0.0235655
S-tag080957	18	2444569	2444589	-0.1891762
S-tag088884	18	3942902	3942922	0.2315045
S-tag148680	18	5415078	5415098	-0.6184486
S-tag253244	18	6942805	6942825	-0.1335693
S-tag032796	18	8078390	8078410	0.2890047
S-tag124006	18	9551028	9551048	0.1716226
S-tag143432	18	11078646	11078666	-0.05316687
S-tag290070	18	12643193	12643213	-0.1074773
S-tag144167	18	14271127	14271147	-0.1258214
S-tag120840	18	19055096	19055116	-0.168244
S-tag130047	18	20577330	20577350	0.224448
S-tag136267	18	22057911	22057931	0.057422
S-tag238232	18	22927930	22927950	-0.316459
S-tag080285	18	24281821	24281841	-0.3843243
S-tag291693	18	25596636	25596656	-0.1397685
S-tag089009	18	26774753	26774773	-0.2334403
S-tag221332	18	28223938	28223958	0.0988327
S-tag228113	18	29690426	29690446	0.1161991
S-tag286371	18	31252129	31252149	-0.2860482
S-tag216574	18	32289448	32289468	-0.268426
S-tag073438	18	33783030	33783050	-0.1092196
S-tag111455	18	35290333	35290353	0.2961152
S-tag074399	18	36800275	36800295	0.0262946
S-tag184778	18	38340181	38340201	0.08376276
S-tag239103	18	39627931	39627951	-0.196435
S-tag137309	18	41060918	41060938	0.5180027
S-tag269721	18	42593794	42593814	0.05191101
S-tag142994	18	44095365	44095385	-0.03708637
S-tag103349	18	45484940	45484960	0.3253933
S-tag187581	18	46502746	46502766	-0.7062055
S-tag248737	18	47992588	47992608	-0.2607524
S-tag316621	18	48988448	48988468	-0.0334838
S-tag017194	18	50056896	50056916	-0.4100622
S-tag046220	18	50560267	50560287	0.02809938
S-tag138044	18	51057298	51057318	0.06879923
S-tag088997	18	52706707	52706727	-0.1349318
S-tag115067	18	54200266	54200286	-0.05977253
S-tag173754	18	55669867	55669887	-0.03664259
S-tag010742	18	57018922	57018942	0.07863358
S-tag204182	18	58356343	58356363	-0.1094751
S-tag085322	18	59836040	59836060	0.007801929
S-tag244709	18	60530184	60530204	0.1036297
S-tag186663	18	60982168	60982188	-0.05285586
S-tag073837	18	62001089	62001109	-0.09037808
S-tag158236	18	63530016	63530036	0.1541288
S-tag028407	18	65050038	65050058	0.1051882
S-tag181320	18	66575072	66575092	-0.1039765
S-tag089376	18	67755337	67755357	0.232457
S-tag293174	18	69242685	69242705	-0.257831
S-tag134573	18	70683199	70683219	0.04435672
S-tag232745	18	72272713	72272733	-0.1384524
S-tag050051	18	73796017	73796037	0.04676739
S-tag027259	18	75310478	75310498	-0.009299288
S-tag118587	18	76880593	76880613	-0.1086434
S-tag078114	19	272423	272443	-0.0441845
S-tag172698	19	1179270	1179290	-0.3202841
S-tag111753	19	1591202	1591222	-0.6700807
S-tag229257	19	3013374	3013394	0.4769389
S-tag303079	19	4318655	4318675	0.3757563
S-tag280529	19	5644149	5644169	-0.2227424
S-tag325368	19	7000401	7000421	0.07723781
S-tag088732	19	7599215	7599235	-0.1943438
S-tag174427	19	8989095	8989115	0.3707844
S-tag009090	19	9939831	9939851	0.1494941
S-tag322258	19	10750738	10750758	0.00259261
S-tag050352	19	12013669	12013689	-0.2081705
S-tag222840	19	13221838	13221858	-0.1190622
S-tag216129	19	14273641	14273661	0.1951735
S-tag197935	19	15434382	15434402	0.757448
S-tag277310	19	16769768	16769788	-0.02067945
S-tag278471	19	17929235	17929255	-0.2079518
S-tag125445	19	18572355	18572375	0.03602323
S-tag047433	19	19763635	19763655	-0.06396817
S-tag215681	19	21326358	21326378	-0.2473832
S-tag045662	19	22900455	22900475	-0.596935
S-tag036878	19	24414922	24414942	-0.06936516
S-tag162772	19	29228870	29228890	0.0421942
S-tag011973	19	30308385	30308405	0.1423574
S-tag055863	19	31523757	31523777	0.4994922
S-tag204728	19	33009035	33009055	-0.12278
S-tag081256	19	33795709	33795729	-0.156457
S-tag249937	19	35063582	35063602	-0.124876
S-tag216791	19	36584602	36584622	0.2859282
S-tag106706	19	38106865	38106885	0.3234881
S-tag128466	19	39286264	39286284	0.2910486
S-tag074559	19	40667691	40667711	0.07779932
S-tag323156	19	40809786	40809806	0.2803343
S-tag054757	19	41712020	41712040	0.2125398
S-tag301989	19	42313828	42313848	0.5802996
S-tag311177	19	42834708	42834728	0.172173
S-tag009020	19	44104340	44104360	-0.06308789
S-tag285295	19	45267129	45267149	0.2536082
S-tag131298	19	45888210	45888230	0.6131077
S-tag137183	19	46984209	46984229	-0.1974384
S-tag037676	19	48232246	48232266	0.5608659
S-tag110784	19	49482676	49482696	-0.1759591
S-tag308969	19	50488372	50488392	0.3552686
S-tag195432	19	51633660	51633680	0.05802795
S-tag070471	19	52957924	52957944	-0.06283925
S-tag327398	19	54268380	54268400	0.06576639
S-tag259859	19	55709928	55709948	0.5423976
S-tag194739	19	57252896	57252916	0.2103034
S-tag073743	19	58715944	58715964	0.01809565
S-tag169436	20	959204	959224	0.6489213
S-tag206805	20	2323203	2323223	-0.2081842
S-tag037572	20	3771858	3771878	-0.4220794
S-tag093529	20	5125619	5125639	0.4902321
S-tag139782	20	6589099	6589119	0.08766553
S-tag088195	20	8082118	8082138	0.01170261
S-tag000440	20	9520933	9520953	0.1730204
S-tag137858	20	9772904	9772924	-0.01419013
S-tag240133	20	10988099	10988119	-0.6573136
S-tag303260	20	12495149	12495169	0.01320679
S-tag125742	20	13971235	13971255	-0.4870132
S-tag032926	20	14224537	14224557	0.1455283
S-tag080908	20	14473426	14473446	-0.1412599
S-tag315465	20	14719049	14719069	-0.02654886
S-tag201050	20	14970413	14970433	0.1694286
S-tag206487	20	15217730	15217750	-0.5228598
S-tag088415	20	15470397	15470417	-0.0698531
S-tag226039	20	15720025	15720045	0.1955707
S-tag053131	20	15929282	15929302	-0.2022414
S-tag167482	20	16539168	16539188	0.02023079
S-tag261280	20	18060269	18060289	0.4871249
S-tag320340	20	19586863	19586883	0.1224307
S-tag103880	20	21116302	21116322	0.005908545
S-tag151462	20	22640770	22640790	0.5755031
S-tag270938	20	24160280	24160300	0.3803423
S-tag245414	20	25672987	25673007	-0.05156133
S-tag147676	20	30324045	30324065	0.256985
S-tag162601	20	31590686	31590706	0.06963291
S-tag080548	20	32904636	32904656	0.1163032
S-tag188564	20	34407176	34407196	0.2075071
S-tag101255	20	35945174	35945194	0.2316847
S-tag097440	20	36940810	36940830	0.05437274
S-tag212530	20	38451903	38451923	0.7453948
S-tag208838	20	39684784	39684804	-0.01484609
S-tag272689	20	41027987	41028007	-0.1977341
S-tag061816	20	42345960	42345980	0.1289965
S-tag011098	20	43804522	43804542	0.06404943
S-tag201973	20	45306928	45306948	0.1429107
S-tag011463	20	46231728	46231748	0.004807953
S-tag196880	20	47430929	47430949	-0.03021275
S-tag171036	20	48737514	48737534	-0.03664039
S-tag199301	20	50052641	50052661	-0.007891757
S-tag186955	20	51541279	51541299	-0.02540166
S-tag023977	20	52771261	52771281	0.2294247
S-tag235342	20	54163498	54163518	0.4172603
S-tag314732	20	55470625	55470645	0.1569963
S-tag292956	20	56957174	56957194	-0.7647434
S-tag134506	20	58276196	58276216	-0.6895676
S-tag083230	20	59777491	59777511	0.5392416
S-tag283067	20	60992402	60992422	-0.1748381
S-tag102089	20	62460055	62460075	-0.1752701
S-tag111932	21	15765015	15765035	-0.03235148
S-tag156280	21	17278962	17278982	0.1432778
S-tag271849	21	18824403	18824423	-0.04173265
S-tag152468	21	20326726	20326746	0.05729847
S-tag175796	21	21831866	21831886	0.07771538
S-tag239650	21	23340050	23340070	0.09606139
S-tag137686	21	24843527	24843547	-0.3024103
S-tag138010	21	26314171	26314191	0.05056803
S-tag043545	21	27811081	27811101	0.005238353
S-tag130589	21	29338735	29338755	-0.2144021
S-tag148804	21	30843369	30843389	-0.3810136
S-tag010242	21	32365134	32365154	0.00475484
S-tag074641	21	33874997	33875017	0.04474749
S-tag313809	21	35070441	35070461	0.1494488
S-tag262134	21	36202440	36202460	-0.1920666
S-tag112116	21	37571593	37571613	0.08277973
S-tag001008	21	38832614	38832634	-0.09126318
S-tag218593	21	39898389	39898409	0.1681299
S-tag191656	21	41070899	41070919	0.2088944
S-tag124526	21	42591611	42591631	0.1160995
S-tag077728	21	43983043	43983063	0.07295371
S-tag212469	21	45569644	45569664	-0.3002742
S-tag321297	21	46942371	46942391	-0.1226496
S-tag147424	22	17072483	17072503	-0.2985601
S-tag075492	22	18194864	18194884	-0.688452
S-tag268591	22	19319763	19319783	-1.087041
S-tag225432	22	19991801	19991821	-0.6299556
S-tag061822	22	21449724	21449744	-1.301186
S-tag232583	22	22488266	22488286	-0.7172156
S-tag009855	22	23421058	23421078	-0.5586472
S-tag278988	22	24361438	24361458	-0.1580307
S-tag260930	22	25565026	25565046	-0.2780384
S-tag259415	22	27036505	27036525	-0.5449337
S-tag136193	22	28370541	28370561	-0.8938234
S-tag251202	22	29650741	29650761	-0.5157748
S-tag284297	22	30853882	30853902	-0.5191397
S-tag301382	22	32144879	32144899	-0.05731984
S-tag230768	22	33478266	33478286	-1.313804
S-tag090595	22	34977907	34977927	-0.5337014
S-tag323885	22	36443705	36443725	-1.070647
S-tag189190	22	37499019	37499039	-0.5210751
S-tag217121	22	38591026	38591046	-1.028544
S-tag177457	22	39899945	39899965	-1.47682
S-tag172129	22	40998449	40998469	-0.5247099
S-tag262600	22	42025350	42025370	-0.3191968
S-tag084867	22	43053813	43053833	-0.6733103
S-tag036397	22	44558718	44558738	-0.5860518
S-tag129349	22	45849808	45849828	-0.4903107
S-tag097971	22	46907616	46907636	-0.1475582
S-tag139231	22	48362290	48362310	-0.4829656
S-tag026677	22	49876931	49876951	-0.3238214
S-tag071353	24	844586	844606	-0.2668281
S-tag212008	24	2711429	2711449	0.1401088
S-tag158883	24	4244935	4244955	0.2007685
S-tag023942	24	5746390	5746410	0.2307635
S-tag079772	24	7090608	7090628	0.08146527
S-tag120458	24	8641612	8641632	0.05431951
S-tag300061	24	10079196	10079216	-0.4162569
S-tag289409	24	11602751	11602771	0.1468568
S-tag161033	24	12887416	12887436	-0.1577534
S-tag287972	24	13804975	13804995	-0.2802369
S-tag204656	24	15119833	15119853	0.2015887
S-tag144673	24	16220997	16221017	-0.01610448
S-tag280476	24	17724831	17724851	0.34954
S-tag108995	24	19129316	19129336	0.2151043
S-tag174122	24	20553052	20553072	0.2659642
S-tag144974	24	22007752	22007772	0.4256375
S-tag112936	24	23390558	23390578	-0.2053907
S-tag296670	24	24701041	24701061	-0.08061313
S-tag192809	24	26090337	26090357	0.3330867
S-tag243752	24	27553511	27553531	-0.2006559
S-tag094723	24	29037804	29037824	-0.2623384
S-tag039240	24	30317913	30317933	-0.1277376
S-tag214618	24	31394699	31394719	-0.1315878
S-tag212019	24	32511992	32512012	-0.3426949
S-tag260433	24	33648254	33648274	-0.02496152
S-tag228847	24	34937496	34937516	0.164564
S-tag103276	24	36351060	36351080	0.07138582
S-tag200774	24	37869728	37869748	0.03819209
S-tag131950	24	39201220	39201240	0.3313489
S-tag294472	24	40761939	40761959	0.2307397
S-tag230083	24	42173094	42173114	0.3983073
S-tag140892	24	43593062	43593082	-0.237253
S-tag281259	24	44794350	44794370	-0.1440834
S-tag167400	24	45899729	45899749	-0.07653943
S-tag144827	24	47218102	47218122	0.19242
S-tag205716	24	48120653	48120673	0.2336161
S-tag129618	24	48963333	48963353	0.2410602
S-tag304664	24	50488154	50488174	0.69927
S-tag009570	24	52084606	52084626	0.01506338
S-tag125960	24	53865861	53865881	0.2495589
S-tag114718	24	55288736	55288756	0.3558322
S-tag205997	24	56292362	56292382	0.4239433
S-tag323231	24	57923990	57924010	-0.1868736
S-tag106031	24	62808836	62808856	0.3006118
S-tag088911	24	64112658	64112678	0.3354933
S-tag231630	24	65452795	65452815	0.1118994
S-tag150067	24	66759890	66759910	-0.1080114
S-tag128924	24	66839278	66839298	0.1964826
S-tag314199	24	66922360	66922380	0.4169782
S-tag311529	24	67769477	67769497	0.289735
S-tag117828	24	69273362	69273382	-0.03230599
S-tag135787	24	70333662	70333682	0.2864601
S-tag025148	24	71415159	71415179	-0.0395245
S-tag199499	24	72805330	72805350	-0.1645201
S-tag134881	24	74173252	74173272	-0.02048571
S-tag239466	24	75608847	75608867	-0.051513
S-tag323094	24	77204901	77204921	0.05360441
S-tag086301	24	78649193	78649213	0.09773094
S-tag146188	24	80201432	80201452	0.2722917
S-tag014999	24	81748842	81748862	0.2801791
S-tag076616	24	83344894	83344914	1.150124
S-tag273210	24	84867697	84867717	0.02643225
S-tag243725	24	86427361	86427381	0.2545204
S-tag281215	24	87921508	87921528	-0.04657234
S-tag242645	24	89348545	89348565	-0.2108154
S-tag238250	24	91428708	91428728	-0.05946565
S-tag186698	24	92712119	92712139	0.2153132
S-tag112790	24	94296587	94296607	-0.1639134
S-tag070519	24	95784923	95784943	-0.2936275
S-tag074213	24	97241785	97241805	-0.1316058
S-tag011391	24	98844290	98844310	0.4171614
S-tag151083	24	100204068	100204088	0.1329655
S-tag159747	24	101427073	101427093	-0.2860235
S-tag210734	24	102885146	102885166	0.2223334
S-tag161493	24	104300570	104300590	0.06860089
S-tag307261	24	105663126	105663146	0.006476821
S-tag112772	24	107031683	107031703	-0.007346799
S-tag207762	24	108294623	108294643	0.204658
S-tag251661	24	109426949	109426969	0.5995467
S-tag239729	24	110264305	110264325	-0.06508762
S-tag098069	24	110710071	110710091	-0.04969999
S-tag312220	24	112169661	112169681	0.1562725
S-tag157670	24	113818282	113818302	-0.006471983
S-tag320734	24	115270803	115270823	0.1983999
S-tag160832	24	116746900	116746920	0.4427014
S-tag154361	24	118153783	118153803	0.5531567
S-tag309850	24	119348622	119348642	-0.2435327
S-tag174426	24	120868002	120868022	-0.03302713
S-tag101598	24	122410058	122410078	0.3916966
S-tag101676	24	123688200	123688220	0.1076172
S-tag086680	24	125206898	125206918	0.06322415
S-tag037799	24	126756135	126756155	0.1044388
S-tag228556	24	128398214	128398234	-0.05014598
S-tag263090	24	129598927	129598947	0.377053
S-tag028203	24	130992768	130992788	-0.240836
S-tag300527	24	132161159	132161179	0.2332442
S-tag147033	24	133022931	133022951	-0.1124703
S-tag203333	24	134101565	134101585	0.2568037
S-tag311510	24	135496398	135496418	-0.02278423
S-tag150486	24	136907594	136907614	0.09055586
S-tag132646	24	138340106	138340126	-0.7516052
S-tag274501	24	139698641	139698661	0.3208847
S-tag228465	24	141127038	141127058	0.5320981
S-tag266229	24	142637455	142637475	0.3418565
S-tag123394	24	144235850	144235870	-0.1841149
S-tag069222	24	145646258	145646278	0.05569018
S-tag299708	24	147156286	147156306	-0.3252815
S-tag120932	24	148654489	148654509	-0.4277868
S-tag030946	24	150265083	150265103	-0.01661883
S-tag070855	24	151503725	151503745	0.3246002
S-tag288954	24	153101092	153101112	0.588218
S-tag249501	24	153993747	153993767	0.2811343
S-tag092530	25	2668456	2668476	-2.552238
S-tag309006	25	7615426	7615446	-3.090271
S-tag006825	25	14401702	14401722	-3.836797
S-tag116609	25	16349162	16349182	-2.913796
S-tag013103	25	18122456	18122476	-3.457611
S-tag189275	25	21651981	21652001	-5.050945
S-tag044372	25	24449236	24449256	-4.121916
