"probeID" "CHROMOSOME" "START_POS" "END_POS" "X1.RV" "X2.AD" "X3.ES" "X4.GM" "X5.LD" "X6.VJ" "X7.DG" "X8.MM" "X9.LA" "X10.CB" "X11.BG" "X12.BC" "X13.VT" "X14.CJ" "X15.GG" "X16.DD" "X17.VV" "X18.JA" "X19.BF" "X20.CJ" "X21.DC"
"172101" "S-tag321360" 15 93543956 93543976 -0.8499863 -0.2136588 -1.184158 -0.2572463 -0.4660408 -0.6921189 -0.1839597 -0.1698944 0.001302411 -0.4970982 -0.08932681 -1.219684 -0.7419447 -0.3468038 -0.7401603 -0.5046552 -0.04539376 0.4124777 0.04270273 -0.3907134 -0.07246649
"172201" "S-tag024764" 15 95048061 95048081 -0.08508556 -0.5261879 -0.7125533 -0.6268734 0.01485374 -0.4239244 -0.01721514 -0.1209904 -0.03378296 -0.8900478 0.3984705 -0.6290969 -0.7212881 -0.285982 0.01819168 -0.6261201 -0.04586413 -0.08786952 -0.3106746 -0.8290849 0.1386359
"172301" "S-tag084614" 15 96543074 96543094 0.4101934 -0.436488 -0.8486715 -0.542309 0.08042225 -1.091667 0.239796 0.06259523 0.2107501 -1.26475 0.2814372 -1.203234 -0.4280128 -0.6138019 -0.3801274 -0.5794374 -0.8185176 -0.3051145 -0.1338995 -0.9177487 -0.4814451
"172401" "S-tag167453" 15 98053084 98053104 0.2816715 -0.6018198 -0.1915905 -0.4435987 0.06395756 -0.7653621 0.06238587 0.009655428 -0.07173567 -1.143335 0.5688747 -1.238196 -0.9347895 -0.2472134 0.1074998 -0.6511389 0.3087729 -0.002879657 -0.1588193 -0.4968084 0.2425446
"172501" "S-tag087653" 15 99245384 99245404 0.3699173 -0.3946268 -0.1650559 -0.2138633 0.1434358 -0.1996993 0.2621093 0.6663823 0.4100661 -0.167759 0.9626467 -0.01324171 -0.6431535 0.02352614 0.4554865 -0.2005432 0.9407574 0.4991498 0.1243054 -0.1505914 0.2771451
"172601" "S-tag125644" 15 99496248 99496268 0.3780863 -0.7307711 -0.3567264 -0.8062202 0.2870894 -0.3172692 0.2173664 0.0121309 0.05622408 -0.9286972 0.7181463 -0.5466833 -0.8797809 -0.4184894 0.2067636 -0.5411318 -0.3185992 -0.2718855 -0.2730202 -1.147269 -0.1900838
"172701" "S-tag201665" 15 100905413 100905433 -0.1781973 -0.5493218 -0.4961086 -0.3236419 0.3598728 -0.007811223 0.012534 -0.02488696 -0.07186708 -0.4602747 0.9174678 -0.8667213 -0.9265859 -0.5026766 0.2351314 -0.3117785 -0.2275878 -0.1727544 -0.2264246 -0.5119353 0.3236884
"172801" "S-tag182940" 15 102028468 102028488 -0.2215254 -0.3867262 -0.6718873 -0.3126189 0.1839202 -0.1251951 0.2940911 0.4160131 0.4192785 -0.3467315 0.5060319 -0.3379688 0.1831608 -0.1168717 0.1007155 -0.07397535 0.2172143 0.3639206 -0.6674323 -0.3526281 0.227794
"172901" "S-tag242844" 16 1134818 1134838 0.114847 0.3828782 -0.1596991 0.04573709 0.1721439 0.1536756 0.594081 0.0361477 0.1155358 0.3233727 -0.6344745 -0.2345399 0.2216608 0.2097367 0.1884937 0.1910607 0.1099447 -0.09024429 0.1038973 0.09585277 -0.1828697
"173001" "S-tag020579" 16 2213179 2213199 -0.02248326 -0.4949059 -0.383506 -0.249657 -0.4638211 -0.03212464 -0.07573251 -0.303507 -0.341346 -0.5508389 -0.1880255 -0.1948591 0.4799849 -0.7505181 -0.402894 0.06806233 0.2130388 0.3338534 -0.2857067 -0.2049415 -0.7345529
"173101" "S-tag021894" 16 2921993 2922013 0.3632764 0.3371902 -0.21797 -0.4334811 -0.2054869 0.1121646 0.5358222 -0.0701214 -0.1147188 0.1672444 0.2506695 0.0005503937 -0.1269457 -0.01847029 0.1909775 0.2500065 -0.03721179 -0.1932908 -0.9394126 -0.1854812 -0.02520903
"173201" "S-tag120726" 16 4104512 4104532 -0.6812603 -0.238158 -0.2321988 0.1544752 0.04728222 -0.2906888 0.5371773 0.04688362 -0.442535 0.06194844 0.1068868 0.03031606 -0.1541754 -0.03580294 -0.4976024 -0.7161826 -0.5997872 0.08109213 -0.1773612 -0.4214696 0.1051508
"173301" "S-tag190555" 16 5628300 5628320 0.3432424 0.6623523 -0.3867975 0.1912774 -0.07588292 0.4943482 0.7877561 -0.109677 0.3014995 0.3005296 0.2098302 0.6465237 0.4804787 0.3488869 0.08895538 0.01053808 0.243556 -0.1966146 0.1958238 0.1016048 0.08662429
"173401" "S-tag322426" 16 6695342 6695362 0.3968019 -0.02153926 -0.3128134 -0.3479125 -0.2401235 -0.338325 0.2414435 0.2659991 -0.01626032 -0.03485118 0.06058036 -0.05762925 -0.8069 0.0679593 -0.04291198 0.03642105 0.6388913 -0.03078513 -0.08987939 -0.07179501 0.0688624
"173501" "S-tag090750" 16 7630218 7630238 0.09186143 -0.008952985 -0.2167161 -0.1804038 0.07339726 -0.1154902 0.3923362 -0.09169092 0.02741496 -0.0973978 -0.2383349 -0.1463856 -0.2337987 -0.01821748 0.0826491 -0.08429305 -0.01751781 0.06592512 -0.123328 -0.08409 0.120352
"173601" "S-tag191948" 16 8089699 8089719 0.4648453 0.8796285 0.2651712 0.2853423 0.6208405 0.6759943 0.4958747 0.4505144 0.4828506 0.5417336 0.5282552 0.4925106 0.2968938 0.6441511 0.7133738 0.522513 0.06565077 0.6141672 0.3161977 0.06467512 0.598124
"173701" "S-tag210124" 16 9645390 9645410 -0.09528989 0.1534875 -0.3621358 -0.3381692 0.07107038 -0.1260763 0.340757 0.2328947 0.05720124 -0.05691274 0.0992179 0.3730995 0.2089966 -0.07943874 0.3271263 0.4013776 0.4682325 0.1551981 -0.09111118 0.2172849 0.1334868
"173801" "S-tag228507" 16 10945354 10945374 -0.03859664 -0.06014981 -0.3707134 -0.05519685 -0.0534315 -0.05681935 0.3809832 0.07878324 0.04257066 0.007708021 0.001134855 0.04826122 0.07646523 -0.1874941 0.04908255 -0.002416033 -0.00447705 -0.1134959 -0.1069554 0.2178966 -0.07559633
"173901" "S-tag192269" 16 12039582 12039602 -0.02254006 0.119557 0.06649513 -0.04827221 0.2398172 0.3244821 0.4023843 0.06364451 0.01036445 0.2048768 0.1711986 -0.181458 -0.08342683 -0.07343825 0.2711935 -0.06426114 -0.2579456 -0.05847991 -0.01561469 -0.1174404 -0.04036834
"174001" "S-tag112211" 16 13382909 13382929 -0.0479101 0.3011518 -0.0001031546 -0.0778644 0.1444119 0.2405006 0.5554076 -0.1618985 -0.1264876 -0.1094061 -0.1693251 0.1528215 -0.4179128 -0.02509832 0.1897577 -0.365831 -0.08267386 -0.2078566 -0.008029151 0.1266816 0.1194673
"174101" "S-tag204811" 16 14760527 14760547 0.4137565 0.2003124 -0.3853409 0.03639426 0.1039878 0.3122413 0.4955899 -0.1865087 -0.02897908 -0.04066117 -0.0885165 -0.7309756 -0.1991445 -0.2059998 0.4061619 0.3157587 -0.313697 0.06257894 -0.1076705 -0.06057048 0.2180722
"174201" "S-tag110000" 16 16100673 16100693 -0.05825072 -0.04304457 -0.6238434 0.2635623 0.0767945 -0.009616856 0.5569877 -0.2043312 0.1997781 -0.2010671 0.2154449 -0.01268891 -0.4088621 0.021659 0.1642512 -0.06075009 0.5091788 -0.2477257 -0.07753932 0.2298873 0.09172885
"174301" "S-tag157798" 16 17780194 17780214 -0.3608455 0.1138965 -0.3672013 -0.3775248 -0.04517918 -0.1583182 -0.2370467 0.09412125 -0.460857 0.02139442 0.0822701 -0.05000801 0.02499847 0.1116047 0.1439428 0.1959246 0.1799814 -0.2389796 -0.5936424 -0.1677849 0.01446398
"174401" "S-tag312828" 16 19444752 19444772 -0.9300498 -0.631237 -1.147287 -1.023428 -0.5023541 -0.8828886 -0.1737409 -0.90268 -0.6952098 -0.8072645 -0.8912954 -0.8616048 -1.297585 -0.7645072 -0.4789122 -0.5847674 -1.30358 -1.132883 -1.006956 -0.957703 -0.7200648
"174501" "S-tag038398" 16 21045369 21045389 0.04546065 0.2150774 -0.1387683 0.06242638 0.09905668 0.08157956 0.3332915 0.1108211 0.2460549 0.2842916 0.5165651 0.309538 0.3193919 0.04524687 0.1716277 -0.004034162 0.1323936 0.3803322 0.001660526 -0.08718461 0.1763683
"174601" "S-tag237606" 16 22870708 22870728 -0.5237896 0.04707774 -0.1442163 -0.4803849 -0.1735984 -0.1007937 0.3699738 -0.04240659 0.1176992 -0.006949588 -0.2467025 0.323788 0.08120713 -0.01464235 0.0821567 0.137253 -0.02836203 -0.1032421 0.02284474 -0.07133264 0.0534202
"174701" "S-tag029256" 16 24197520 24197540 0.2967525 0.4874004 0.03640205 0.3279407 -0.01033764 0.3288134 0.4663509 0.1772034 -0.1103454 -0.3393817 -0.2892489 0.03134619 0.173287 0.1971763 0.006607819 -0.01015283 0.4614072 -0.102462 -0.05570569 0.0441573 -0.1123934
"174801" "S-tag003700" 16 25713789 25713809 -0.2522874 -0.1894094 -0.1786651 -0.08533447 -0.06177246 -0.1393603 0.3396304 0.05468369 -0.07458623 0.0514565 0.003155068 -0.2565467 -0.08797956 0.003001856 -0.174996 -0.2748277 -0.4270548 0.1406117 0.04514563 0.0200657 -0.2173939
"174901" "S-tag204659" 16 27217239 27217259 0.03193924 0.1304846 -0.1706243 0.0180825 0.1069538 0.09107447 0.1389378 -0.2861868 -0.0236843 0.1753224 0.1708913 0.07492037 0.05220047 -0.002991634 0.2777397 0.2663311 0.3673815 0.04771226 -0.268319 -0.09632 0.02527168
"175001" "S-tag151509" 16 28581355 28581375 0.2525455 0.1869555 0.1035177 0.4078926 0.1442365 0.356395 0.5798108 0.1620147 0.2297951 0.2968026 0.4005825 0.2290505 0.1664672 0.3046081 -0.2206489 -0.03388909 0.007649691 0.3593963 0.6145924 0.3681194 0.2935335
"175101" "S-tag275879" 16 29968015 29968035 -0.3204273 0.07050215 -0.6420857 -0.1002372 0.2251147 0.2464362 0.4583717 0.1610628 -0.2646202 0.2630912 0.04180389 -0.4961269 -0.1443659 0.02373219 -0.2790177 -0.7460787 -0.2686462 -0.1048168 -0.3334221 0.1124716 -0.1569096
"175201" "S-tag247760" 16 31463216 31463236 -0.5303249 -0.3558489 -0.7739947 -0.3868201 -0.5595959 -0.3540899 -0.09548806 -0.4488827 0.05667346 -0.1422493 -0.6461832 -0.2824402 0.03228392 -0.2608645 -0.1168842 -0.2571347 -0.6412853 -0.4193182 -0.7757146 -0.3875268 -0.4783001
"175301" "S-tag182481" 16 34689962 34689982 -0.2089963 -0.4410966 -0.4410985 0.2799258 -0.199033 -0.2230295 0.2565639 -0.2043784 -0.1450141 0.06215661 -0.2038065 -0.1130977 0.1399504 -0.269251 -0.06298569 0.1523001 0.1704587 -0.2352155 -0.3690503 0.04600932 -0.2422903
"175401" "S-tag303721" 16 47466807 47466827 -0.1877814 0.04886653 -0.197945 0.02977676 -0.04617467 -0.1381797 0.4400686 -0.2621217 -0.2156534 -0.2150272 -0.2700864 0.3011388 -0.05244873 -0.01134676 0.1708394 0.2864223 0.3110039 -0.4331688 0.01265091 0.03647288 -0.1042325
"175501" "S-tag251620" 16 48786682 48786702 0.07210247 -0.1277665 0.07659918 0.4106903 -0.07329289 0.07643943 0.4759402 0.1452163 0.01322955 0.311551 0.001935933 -0.2362391 -0.3459167 0.2429852 -0.3224889 0.2760627 -0.2517993 -0.2201892 0.1862033 0.02761677 -0.1788779
"175601" "S-tag222179" 16 50290725 50290745 0.1263954 0.03542041 -0.2467793 -0.04106034 -0.1548559 0.1553775 0.3950275 -0.02090464 -0.0335407 0.07281432 0.02403106 -0.08965466 -0.259083 -0.05974532 -0.1138769 -0.1658041 -0.2089152 0.04461223 -0.09228529 -0.00143205 -0.08821533
"175701" "S-tag327902" 16 51609435 51609455 0.06106414 0.6864469 0.05462746 0.1383796 0.4371302 0.5812019 0.4720883 -0.1544933 0.06989862 0.3535855 0.2397546 0.2142203 0.3540196 0.4827432 0.1905584 -0.06856381 -0.02445542 0.2661889 0.03882173 -0.05586897 0.2056756
"175801" "S-tag079479" 16 53114256 53114276 -0.3046458 -0.2272385 -0.4713268 -0.4241991 -0.1445402 -0.3582034 0.1811565 -0.07803689 -0.3034666 -0.1517794 -0.2896355 -0.4335252 -0.2852908 -0.4494317 -0.3674541 -0.226668 -0.1282811 0.05674873 -0.1155247 -0.3010075 -0.05935413
"175901" "S-tag048341" 16 54612478 54612498 0.3062726 0.208701 -0.2469486 0.3425963 0.03025514 0.1086952 0.3735813 0.3281053 -0.007254691 0.3133908 -0.1010183 0.4090182 0.6977718 0.3496047 0.4077354 0.06811066 0.6382099 0.3280708 0.01399023 -0.1345077 0.2536951
"176001" "S-tag318643" 16 56126066 56126086 -0.5316584 -0.4669295 -0.7518054 -0.9445837 -0.2044984 -0.220547 0.2323309 -0.2577557 -0.1018572 -0.1570456 -0.2609706 0.04394247 -0.3953611 -0.4462772 -0.4459143 -0.3147223 -0.7686592 -0.2451456 -0.2202472 -0.4643754 -0.3719521
"176101" "S-tag044267" 16 57436153 57436173 -0.03909078 0.125696 -0.5420277 -0.05893991 0.1530985 -0.1716739 0.4307635 -0.4003639 -0.435568 -0.02432363 0.3141796 0.1030053 -0.1174043 -0.01696979 -0.2678505 0.0190581 -0.2404535 -0.7184902 -0.279354 -0.3143557 -0.1634181
"176201" "S-tag236621" 16 58956480 58956500 0.4479014 0.4934806 0.227297 0.7685743 0.08080127 0.4684375 0.918334 0.8430125 0.5352346 0.866035 0.8212878 0.5486038 1.00643 0.2173861 0.3358186 0.6657022 1.493099 0.5699026 0.443969 1.192876 0.02646834
"176301" "S-tag258099" 16 60455069 60455089 -0.07003252 0.04802214 -0.1234746 0.192314 0.02028863 -0.253414 0.416685 0.5186331 0.206172 0.1027556 -0.0208566 0.277869 -0.02660011 0.2381682 0.1364504 -0.1503834 -0.4289217 -0.1098112 0.1572821 0.198483 0.290538
"176401" "S-tag083623" 16 61976545 61976565 0.2706771 0.02633085 0.06442946 0.09879316 0.08824192 0.2214682 0.6712463 0.0451914 -0.06509756 0.1162328 -0.2228243 0.1966631 0.03702282 0.2651817 0.4246105 0.2694339 0.08862444 0.2001022 -0.04027347 -0.08096525 0.2269728
"176501" "S-tag187550" 16 63470727 63470747 0.3866615 0.1732796 -0.09581511 0.1383926 0.1724312 0.1690045 0.6122286 0.002119612 0.01759145 -0.2120868 -0.1318438 0.3400027 -0.01160391 0.3278627 0.2539403 0.5129384 0.3602998 -0.2324217 -0.01513473 0.1098394 0.1549033
"176601" "S-tag271854" 16 64975148 64975168 -0.6089467 -0.1971915 -0.6944307 -0.2308824 0.01835216 -0.1212692 0.3290996 -0.8623958 -0.2699372 -0.2699324 -0.2561572 -0.3889816 -0.3132661 -0.146517 -0.2065738 -0.5640259 -1.051341 -0.6421415 -0.4002659 -0.8543559 -0.2927718
"176701" "S-tag202130" 16 66092558 66092578 0.06097914 0.1327746 -0.136183 0.3164171 0.2474134 0.1074955 0.7891077 0.5983412 0.4360633 0.2405945 0.5257745 0.5364322 0.5484599 0.3060427 0.1743626 0.4199297 1.173421 0.2146035 0.0286101 0.4238452 -0.01000566
"176801" "S-tag161738" 16 67402588 67402608 0.4473819 0.4997092 0.3611299 0.6080153 0.3873895 0.3724106 1.025299 0.644855 0.5118664 0.6067035 0.5875192 0.6299561 0.407996 0.3556416 0.2705005 0.5525567 0.7556362 0.3442482 0.5357952 0.7910516 0.2770862
"176901" "S-tag163732" 16 68782452 68782472 -0.1731181 -0.2059 -0.4964457 -0.686506 -0.0331839 -0.2880817 0.1984628 0.4583192 0.361557 0.6734599 0.477375 0.3716121 0.3743363 0.3114334 0.4536223 0.6159303 0.732383 -0.1628816 -0.1878898 -0.3047903 -0.04762756
"177001" "S-tag204900" 16 69745145 69745165 0.2583218 0.1025916 -0.3738503 -1.344473 -0.6813601 -0.08668703 -0.2793201 0.002704729 -0.2356228 0.1166837 -0.3458982 -0.166595 -0.300427 0.02294854 -0.3000775 -0.2281349 0.02696651 -0.6909508 -0.24965 -0.9131421 0.0407276
"177101" "S-tag080530" 16 71408287 71408307 0.4421926 0.3694895 0.01453618 0.2968721 0.09900765 0.3745743 0.5056335 0.8185547 0.4255871 0.8651354 0.4479913 0.5098965 0.5749561 0.4151001 -0.106056 0.02613287 0.4789812 0.1998 0.3213722 0.5782739 0.214885
"177201" "S-tag042148" 16 72444079 72444099 -0.08037833 -0.1810291 -0.2620145 -0.2216926 -0.27172 -0.07097195 0.1276628 -0.1070754 0.03299459 -0.2331797 -0.03988323 0.0377984 -0.1418853 0.2533684 -0.09875026 -0.2774637 -0.03410527 0.3003239 -0.2608735 -0.2083863 -0.04295949
"177301" "S-tag179477" 16 73971308 73971328 0.2608364 -0.2395082 -0.1467143 -0.1800932 -0.2181601 0.06891981 0.2541834 0.02445667 0.1876336 0.1572951 0.3023157 0.05823083 0.1263623 -0.2192294 -0.08714646 0.05591169 0.2018891 -0.1897862 -0.1797634 -0.1477889 -0.06832836
"177401" "S-tag199671" 16 75299967 75299987 -0.5472939 -0.764776 -0.606871 -0.3487239 -0.800902 -0.7040038 -0.2641461 -0.7642565 -0.5254006 -0.7786291 -0.740437 -0.5143536 -0.02203868 -0.535082 -0.06169865 0.2556092 0.1264922 -0.5024953 -0.7283742 -0.4921437 -0.9842369
"177501" "S-tag206832" 16 76768372 76768392 0.008352581 0.05565504 -0.2388136 0.1991776 -0.01335514 -0.128057 0.4571048 -0.05894565 -0.02771014 0.03744592 -0.1423511 0.03742578 -0.05720497 0.04908124 -0.1707933 0.2362544 0.01661897 -0.1984007 -0.2349299 -0.02437953 0.03417172
"177601" "S-tag183606" 16 77940068 77940088 -0.2532783 -0.2335282 -0.3241262 -0.1463756 0.06696267 0.1633212 0.6452178 -0.4317855 -0.1478349 -0.2095426 -0.3024068 0.02511751 0.2430979 0.02829498 -0.289257 0.1681482 -0.1413051 -0.02580416 -0.2500539 -0.211723 0.07903949
"177701" "S-tag071635" 16 78949241 78949261 -0.1275762 -0.05209328 -0.3717606 -0.1539927 -0.1213199 -0.1601133 0.4569094 -0.01271694 0.03052597 0.08435319 -0.2154634 -0.07303361 -0.06010621 -0.3774473 0.09744018 -0.1127453 -0.4746593 -0.04198284 0.05321028 0.2075257 -0.03329886
"177801" "S-tag045259" 16 80251471 80251491 -0.3790415 0.2947105 0.3065172 0.3064125 0.2484514 0.3679896 0.6907373 0.4559599 -0.07440048 -0.003391787 0.3669297 -0.2457022 0.2059751 0.2384437 -0.1422323 0.4381155 -0.46155 0.1929496 0.3980918 0.1079347 0.3752528
"177901" "S-tag077997" 16 81585073 81585093 -0.2634809 0.1153479 -0.239345 -0.2036331 0.04324531 -1.045599 0.3397042 -0.1167516 -0.2388714 -0.1079522 -0.2197039 -0.03801644 0.2241348 -0.09119655 -0.1062178 0.005648412 -0.1027159 -0.2231894 -0.287135 -0.1920967 -0.2099318
"178001" "S-tag021933" 16 82800368 82800388 -0.4418473 -0.1816038 -0.5246542 -0.2351102 0.01247286 -0.007047792 -0.0493454 -0.2171705 -0.0895417 -0.2438066 -0.08407906 -0.5904678 -0.4557219 -0.5665552 -0.1819088 -0.4143621 -0.3236926 -0.06523889 0.04949459 -0.1380569 -0.1987465
"178101" "S-tag206273" 16 83451606 83451626 0.5800497 0.3662506 0.6200591 1.326262 0.3669652 0.6701964 0.9610785 0.8370566 0.6425272 0.8888134 0.9218474 0.4224395 0.3767146 0.3941256 0.2205482 0.4627024 0.6860432 0.3609808 0.8440587 1.409593 0.4093685
"178201" "S-tag193696" 16 84895651 84895671 -0.08474251 0.1671156 -0.4390188 0.08118263 0.006460953 0.001718835 0.2327193 -0.1045909 -0.08370634 -0.1464053 -0.1174322 -0.07015447 0.03398964 -0.1361263 -0.04376132 0.01128856 0.1169486 0.0353893 -0.304124 0.1363192 0.02420895
"178301" "S-tag233268" 16 86283897 86283917 0.05290809 0.1456037 -0.168112 0.07485174 0.2422899 0.1535396 0.6588171 -0.1007883 -0.2292733 -0.01320719 -0.09666396 0.3630369 0.2446031 -0.2167643 0.2134571 -0.1385166 -0.7421529 0.1549095 -0.2944219 -0.1096984 0.1162914
"178401" "S-tag322783" 16 87786425 87786445 0.08751801 -0.007194227 -0.06885056 0.1888038 0.3590784 0.6208394 0.5645855 0.04305491 0.2033984 0.07422254 0.06074564 0.08266649 0.02438434 0.2818328 0.383582 -0.3457111 -0.518787 0.135382 0.1728936 0.2673054 0.4015102
"178501" "S-tag282416" 16 89001840 89001860 -0.3324231 -0.189466 0.07680588 0.1058127 -0.2666976 0.06748671 0.3802781 -0.00963132 0.2552138 -0.09365308 -0.07835561 0.04343389 0.3350469 -0.010671 -0.04572951 0.2331662 0.2144105 0.146024 0.05238418 0.1316337 -0.2996256
"178601" "S-tag151495" 16 89866043 89866063 0.3738143 0.2894131 0.02260672 0.09490597 0.2321357 0.2992579 0.6062436 0.1035638 0.1147146 0.2253899 0.1567593 0.2269702 0.1063102 0.2365388 0.291714 0.2401656 0.1110337 -0.005908057 -0.02833807 0.2373515 0.1832483
"178701" "S-tag022508" 17 861533 861553 -0.3705831 -0.692324 -0.1270013 -0.05440284 -0.3077389 -0.05368471 -0.2473943 -0.3894758 -0.31055 -0.2399823 -0.1772791 -0.9809327 -0.2131339 -0.5120233 -0.5534036 -0.4829322 -0.334628 -0.487587 -0.4464933 -0.6668808 -0.3792636
"178801" "S-tag300787" 17 1880141 1880161 -0.135966 -0.6388426 0.2383852 0.2698698 -0.06952954 0.1954155 0.1586399 0.2821897 0.3097461 0.2460143 -0.02619713 -0.1753503 0.161714 -0.03944943 0.03906006 0.03888267 -0.1144861 0.3352369 -0.05175008 -0.6889966 -0.1647414
"178901" "S-tag064586" 17 3000009 3000029 0.01303605 -0.8987076 0.007108176 0.141974 -0.09017141 -0.1025462 0.07680035 0.05849197 -0.06981751 0.05720417 0.1506288 0.06776154 -0.4907107 -0.06055737 -0.07603502 -0.1554939 -0.4987696 -0.398584 0.1372757 -0.9713776 -0.09622792
"179001" "S-tag106782" 17 4508276 4508296 -1.023479 -1.040582 -0.4045147 0.3555011 -0.6542105 -0.1136569 -0.290306 -0.4630099 -0.5385531 -0.02834423 0.1013541 -2.045521 -1.242791 -0.4377525 -1.429204 -1.816212 -1.94945 -0.6587303 -0.7655234 -0.3947589 -0.932291
"179101" "S-tag307867" 17 5598568 5598588 -0.1722845 -0.6730028 0.09313593 0.645264 -0.118489 -0.1625009 0.2016878 0.1789357 0.07702895 0.08824277 0.1347639 -1.005189 -0.3686042 -0.1289008 -0.3704285 -0.3876553 0.2311234 -0.1289692 0.3580738 -0.3817821 0.02549711
"179201" "S-tag057213" 17 7091650 7091670 0.261443 -0.9372587 0.2340749 -0.0300467 0.05187574 0.2654175 0.1968035 0.1493146 -0.003365731 0.04937916 0.09013128 -0.4990705 0.01960504 -0.3368654 0.133139 -0.2261359 0.4028515 0.3045088 0.3109534 -0.3037219 0.106654
"179301" "S-tag225689" 17 7600283 7600303 -0.2568771 -0.7335612 0.1332656 -0.07966356 -0.08354905 -0.07952101 -0.08527489 -0.1574237 -0.0608344 -0.004134058 0.1498956 -0.5353113 0.01757806 -0.1990548 -0.2304211 -0.3759087 -0.2901254 0.02701463 -0.08147255 -0.5431156 -0.09523974
"179401" "S-tag174700" 17 8548913 8548933 0.4352777 -0.1339926 0.3402772 0.422062 0.63833 0.3735446 0.3236454 0.3362592 0.4799233 0.4890324 0.306621 0.5757306 0.1328684 0.6767986 0.8606869 0.3577181 0.2153773 0.3236635 0.5262122 -0.1327249 0.3170539
"179501" "S-tag286858" 17 9888696 9888716 0.128737 -0.3276016 0.1583937 0.08844268 0.07402332 0.03081781 0.1115316 -0.0062089 0.5569898 -0.05208446 -0.1604028 0.001330213 -0.1244195 0.4991216 0.0342305 0.08193542 0.2304073 -0.001862015 0.07320096 -0.5562918 -0.08875632
"179601" "S-tag090625" 17 10943386 10943406 -0.007432465 -0.9340639 -0.003922999 0.01978447 -0.154845 -0.543547 -0.05121993 0.1287347 -0.02375188 -0.1996561 -0.263256 0.2555415 -0.07378325 -0.2450515 0.1884458 0.5507473 0.5651824 -0.7919097 0.1341696 -0.4914936 -0.2234456
"179701" "S-tag082086" 17 12002935 12002955 0.08460751 -0.9930057 0.07881106 0.1341425 -0.1251733 -0.2202224 0.09126407 0.2867813 0.1799846 -0.04205148 -0.06656646 -0.4979447 -0.5845395 -0.5544106 -0.1107926 -0.3443942 -0.2133444 -0.1170104 -0.07082821 -0.6512888 -0.1543809
"179801" "S-tag247664" 17 13061907 13061927 -0.01991518 -0.6836658 -0.0006003334 0.07121436 -0.2169724 -0.2389949 0.02156692 -0.270671 -0.4224211 -0.2860243 -0.3768998 -0.1932305 -0.3249601 -0.1188711 -0.5647837 0.08265345 -0.08111751 -0.5325847 -0.1663747 -0.6079951 -0.3898492
"179901" "S-tag183983" 17 14646168 14646188 -0.205466 -0.5408531 -0.1322657 -0.1328779 -0.06952894 0.1087453 -0.03949386 0.02357915 0.06483974 0.1446015 0.02049642 0.2582181 0.06827211 -0.01932517 0.07303777 0.2725347 0.393853 0.02620724 -0.1191672 -0.5892087 -0.02403913
"180001" "S-tag147201" 17 16185248 16185268 -0.5502145 -0.7581543 -0.2987148 -0.2286713 -0.0003167705 -0.300537 -0.3386624 -0.4859045 -0.2361751 -0.1477058 -0.3863379 -0.2736312 -0.1391401 -0.1533285 -0.1517334 -0.4652449 -0.6670548 -0.2636426 -0.3339384 -1.010969 -0.25636
"180101" "S-tag081357" 17 17530554 17530574 0.2843283 -0.1324023 0.1503813 0.3171747 0.2615756 0.2835575 0.5143659 0.4333197 -0.3361747 0.2787286 0.289265 0.3609824 0.1284769 0.3751102 0.3740774 0.4670165 0.7424455 0.2789624 0.4527642 -0.08077745 0.4175886
"180201" "S-tag089078" 17 19163375 19163395 0.03024849 -0.5973567 -0.1978641 -0.07877765 -0.00773576 -0.2130339 -0.1435562 -0.2483902 -0.43565 -0.04448118 -0.1835537 -0.007863814 -0.726465 0.07596257 0.03839182 -0.07374647 -1.610349 -0.353808 -0.1151783 -1.745424 -0.01268523
"180301" "S-tag311683" 17 20174794 20174814 0.2432854 -0.7618808 0.3525818 0.28275 0.06570115 0.035905 0.2418271 0.3206058 0.2115915 0.2989894 0.2907805 -0.2303657 -0.2120654 -0.1062646 -0.08326905 -0.05529868 0.1086577 0.1961292 0.1652741 -0.2613088 -0.005235138
"180401" "S-tag183422" 17 22002556 22002576 0.1125658 -0.9854626 -0.3178792 -0.0885804 -0.1097004 -0.1208197 -0.06049388 -0.2248221 -0.08269073 -0.01531536 -0.2645677 -0.1059951 -0.08753271 0.1176103 0.009987907 -0.07043387 -0.2930849 0.2513981 -0.02391474 -0.6245288 0.003119389
"180501" "S-tag161325" 17 26592946 26592966 0.2275888 0.1839262 0.346061 0.2847269 0.162579 0.1731015 0.1222684 0.530883 0.1988713 0.5413778 0.2070956 0.2265961 0.3082941 0.4249005 0.272423 0.1785077 0.2445839 0.2262855 0.1099357 0.355334 0.2941853
"180601" "S-tag162212" 17 27409738 27409758 0.09585582 0.2109972 -0.2986423 0.438144 0.1606874 0.1345638 0.3548265 0.3817911 0.3228017 0.05021873 0.1585454 0.4351935 0.3164465 0.2417612 0.1678972 0.648438 0.6641659 0.3286262 0.2105763 0.3864123 0.3700582
"180701" "S-tag020782" 17 28926362 28926382 -0.03386436 0.1759198 -0.1232965 0.02848567 -0.2857649 -0.03353341 -0.1815162 0.4250934 0.0479781 -0.0007563086 0.4258265 -0.08210939 0.21426 -0.03182435 -0.1252817 0.0887837 0.06929098 0.2244801 -0.0876457 0.2526453 0.4081438
